1436391160973,7561,macy,200,OK,macys 1-1,text,false,219786,10,10,3647
1436391161140,7430,macy,200,OK,macys 1-4,text,false,219786,10,10,3480
1436391161530,7261,macy,200,OK,macys 1-8,text,false,219732,10,10,3090
1436391161343,7449,macy,200,OK,macys 1-6,text,false,219732,10,10,3277
1436391161640,7442,macy,200,OK,macys 1-9,text,false,219732,10,10,2980
1436391161721,7484,macy,200,OK,macys 1-10,text,false,219732,10,10,2900
1436391161019,8300,macy,200,OK,macys 1-3,text,false,219774,10,10,3602
1436391161436,9021,macy,200,OK,macys 1-7,text,false,219732,10,10,3184
1436391160973,10163,macy,200,OK,macys 1-2,text,false,219744,10,10,3647
1436391161233,31778,macy,200,OK,macys 1-5,text,false,219732,1,1,3387
1436391261678,6610,macy,200,OK,macys 1-5,text,true,219810,10,10,3242
1436391262177,6120,macy,200,OK,macys 1-10,text,true,219732,10,10,2369
1436391262083,6880,macy,200,OK,macys 1-9,text,true,219732,10,10,2463
1436391261269,7709,macy,200,OK,macys 1-1,text,true,219732,10,10,3646
1436391261371,9437,macy,200,OK,macys 1-2,text,true,219774,6,6,3175
1436391261475,9740,macy,200,OK,macys 1-3,text,true,219732,6,6,3440
1436391261974,18798,macy,200,OK,macys 1-8,text,true,219732,4,4,2940
1436391261787,22074,macy,200,OK,macys 1-6,text,true,219774,3,3,3128
1436391261881,31819,macy,200,OK,macys 1-7,text,true,219762,2,2,3033
1436391261584,40641,macy,200,OK,macys 1-4,text,true,219762,1,1,3336
1437165160611,7114,macy,200,OK,macys 1-9,text,true,226693,10,10,2884
1437165160097,7622,macy,200,OK,macys 1-4,text,true,226693,10,10,3398
1437165160192,8188,macy,200,OK,macys 1-5,text,true,226681,10,10,3303
1437165160410,8240,macy,200,OK,macys 1-7,text,true,226693,10,10,3086
1437165160706,7971,macy,200,OK,macys 1-10,text,true,226681,10,10,2789
1437165160097,8942,macy,200,OK,macys 1-3,text,true,226681,10,10,3399
1437165160097,9139,macy,200,OK,macys 1-1,text,true,226681,10,10,3398
1437165160317,9009,macy,200,OK,macys 1-6,text,true,226681,10,10,3178
1437165160098,9460,macy,200,OK,macys 1-2,text,true,226681,10,10,3397
1437165160504,9908,macy,200,OK,macys 1-8,text,true,226681,10,10,2992
